,area,area_sqft,bedrooms,bathrooms,total_price
3824,Karapakkam,1391,2.0,2.0,7033878
3825,Anna Nagar,1797,1.0,1.0,13649788
3826,T Nagar,1514,1.0,1.0,17660240
3827,Adyar,786,1.0,1.0,10744615
3828,Velachery,1991,3.0,2.0,14481560
3829,Velachery,1814,3.0,2.0,14534041
3830,Karapakkam,504,1.0,1.0,3647424
3831,Adyar,1215,2.0,2.0,17494542
3832,T Nagar,1934,2.0,1.0,14763478
3833,KK Nagar,1691,2.0,1.0,15587364
3835,KK Nagar,2268,4.0,2.0,12180880
3837,Karapakkam,1640,2.0,2.0,10678238
3838,Chrompet,832,1.0,1.0,9714957
3839,Anna Nagar,1919,2.0,1.0,12923652
3840,Velachery,1788,2.0,1.0,10164223
3841,T Nagar,1674,1.0,1.0,13878039
3842,Chrompet,723,1.0,1.0,7861512
3843,Adyar,990,1.0,1.0,11142190
3844,KK Nagar,2219,3.0,2.0,18235062
3845,Adyar,1167,1.0,1.0,8252324
3846,T Nagar,1566,1.0,1.0,18012039
3847,Chrompet,1053,1.0,1.0,10502150
3848,Velachery,1781,2.0,1.0,13800427
3849,KK Nagar,2470,4.0,2.0,13637317
3850,Velachery,1612,2.0,1.0,9142911
3851,KK Nagar,1418,2.0,1.0,9482495
3852,Chrompet,1032,1.0,1.0,10015044
3853,Karapakkam,1430,2.0,2.0,13669096
3854,Chrompet,812,1.0,1.0,12841868
3855,Karapakkam,571,1.0,1.0,4905151
3856,Velachery,1709,2.0,1.0,14541712
3857,Chrompet,1128,1.0,1.0,12591774
3858,KK Nagar,1731,2.0,1.0,11879591
3859,Velachery,1620,2.0,1.0,14557788
3860,Velachery,1581,2.0,1.0,14157572
3861,Anna Nagar,1672,1.0,1.0,15230699
3862,Chrompet,1266,2.0,1.0,9440652
3863,Chrompet,1298,2.0,1.0,12453934
3864,T Nagar,1952,2.0,1.0,14583699
3865,KK Nagar,2386,4.0,2.0,13562566
3866,Chrompet,1058,1.0,1.0,8994031
3867,Adyar,987,1.0,1.0,9660761
3868,Karapakkam,1256,1.0,1.0,9806292
3869,KK Nagar,1824,3.0,2.0,16029892
3870,Velachery,1752,2.0,1.0,8936752
3871,Adyar,796,1.0,1.0,10243482
3872,Chrompet,1031,1.0,1.0,9555887
3873,Chrompet,1114,1.0,1.0,10075832
3874,Anna Nagar,1567,1.0,1.0,12071961
3875,Adyar,1282,2.0,2.0,9701574
3876,Chrompet,957,1.0,1.0,8599001
3877,T Nagar,1510,1.0,1.0,17017471
3878,Karapakkam,1005,1.0,1.0,7833916
3879,Velachery,1824,3.0,2.0,7277356
3880,Chrompet,837,1.0,1.0,11039066
3881,Adyar,1103,1.0,1.0,7978642
3882,Karapakkam,1386,2.0,2.0,8940447
3883,Velachery,1588,2.0,1.0,12057514
3884,Chrompet,792,1.0,1.0,10989732
3885,Chrompet,1241,2.0,1.0,9350247
3886,KK Nagar,1571,2.0,1.0,12254580
3887,Chrompet,770,1.0,1.0,9168030
3888,Anna Nagar,1707,1.0,1.0,18144952
3889,T Nagar,1840,2.0,1.0,15288578
3890,Karapakkam,972,1.0,1.0,6847733
3891,Adyar,1000,1.0,1.0,8707767
3892,T Nagar,1888,2.0,1.0,14219204
3893,Karapakkam,557,1.0,1.0,3412363
3894,Chrompet,1180,1.0,1.0,9227664
3895,Chrompet,1219,2.0,1.0,10378924
3896,Karapakkam,943,1.0,1.0,9303090
3897,Chrompet,1133,1.0,1.0,9742572
3898,Adyar,1153,1.0,1.0,8692621
3899,Velachery,1618,2.0,1.0,17286495
3900,Karapakkam,1246,1.0,1.0,8522483
3901,KK Nagar,2389,4.0,2.0,19249475
3902,KK Nagar,2227,4.0,2.0,12435397
3903,Anna Nagar,1853,2.0,1.0,14298043
3904,Chrompet,926,1.0,1.0,12405504
3905,T Nagar,1517,1.0,1.0,12110890
3906,KK Nagar,1721,2.0,1.0,9843331
3907,Karapakkam,1231,1.0,1.0,6076504
3908,Karapakkam,1090,1.0,1.0,5110573
3909,Velachery,1590,2.0,1.0,14565791
3910,Karapakkam,1353,2.0,2.0,8040399
3911,Anna Nagar,1610,1.0,1.0,14074118
3912,T Nagar,1883,2.0,1.0,15639684
3913,Chrompet,1029,1.0,1.0,13951324
3914,Chrompet,1285,2.0,1.0,12233649
3915,Adyar,1210,2.0,2.0,12983267
3916,Karapakkam,774,1.0,1.0,4424821
3917,Chrompet,940,1.0,1.0,9336744
3918,Velachery,1893,3.0,2.0,10595516
3919,Chrompet,857,1.0,1.0,7591242
3920,T Nagar,1563,1.0,1.0,11796485
3921,Velachery,1634,2.0,1.0,10106828
3922,KK Nagar,1483,2.0,1.0,9299701
3923,T Nagar,1902,2.0,1.0,22813564
3924,T Nagar,1638,1.0,1.0,14684768
3925,Anna Nagar,1877,2.0,1.0,22879655
3926,Chrompet,751,1.0,1.0,8891881
3927,KK Nagar,1873,3.0,2.0,16392927
3928,Chrompet,1021,1.0,1.0,8706485
3929,Karapakkam,1448,2.0,2.0,14093315
3930,Karapakkam,720,1.0,1.0,6695271
3931,Anna Nagar,1514,1.0,1.0,12807237
3932,KK Nagar,2347,4.0,2.0,13620376
3933,KK Nagar,1816,3.0,2.0,11410179
3934,Velachery,1615,2.0,1.0,8480741
3935,Velachery,1941,3.0,2.0,11477266
3936,KK Nagar,2227,4.0,2.0,12902159
3937,Chrompet,1119,1.0,1.0,13850904
3938,Chrompet,885,1.0,1.0,8793362
3939,Karapakkam,1417,2.0,2.0,13166083
3940,Adyar,1278,2.0,2.0,9835841
3941,Chrompet,1050,1.0,1.0,11679665
3942,T Nagar,1706,1.0,1.0,13697234
3943,Karapakkam,774,1.0,1.0,6665084
3944,Anna Nagar,1751,1.0,1.0,14091903
3945,Karapakkam,729,1.0,1.0,7032855
3946,Chrompet,1142,1.0,1.0,10357503
3947,Velachery,1668,2.0,1.0,9589735
3948,Chrompet,857,1.0,1.0,12697647
3949,Velachery,1774,2.0,1.0,14864804
3950,Chrompet,897,1.0,1.0,9297771
3951,T Nagar,1838,2.0,1.0,21294089
3952,Adyar,1000,1.0,1.0,8452647
3953,Karapakkam,1209,1.0,1.0,6948282
3954,Chrompet,858,1.0,1.0,10727782
3955,Adyar,767,1.0,1.0,9525022
3956,T Nagar,1624,1.0,1.0,13922515
3957,Karapakkam,579,1.0,1.0,5349681
3958,Adyar,881,1.0,1.0,13258940
3959,Chrompet,722,1.0,1.0,7101992
3960,Velachery,1837,3.0,2.0,11948113
3962,Karapakkam,1624,2.0,2.0,8079720
3963,Anna Nagar,1630,1.0,1.0,13572717
3964,Chrompet,1257,2.0,1.0,10294410
3965,Chrompet,1163,1.0,1.0,12571810
3966,Velachery,1652,2.0,1.0,12605231
3967,Velachery,1566,2.0,1.0,7115273
3968,Velachery,1669,2.0,1.0,7545489
3969,Karapakkam,1009,1.0,1.0,5578040
3970,Adyar,750,1.0,1.0,6514965
3971,KK Nagar,2149,3.0,2.0,12491559
3972,Velachery,1818,3.0,2.0,10394978
3973,KK Nagar,1623,2.0,1.0,15499913
3974,Anna Nagar,1602,1.0,1.0,12853693
3975,Chrompet,1143,1.0,1.0,13199364
3976,Adyar,865,1.0,1.0,5201266
3977,Anna Nagar,1880,2.0,1.0,21631855
3978,Chrompet,721,1.0,1.0,9134164
3979,T Nagar,1510,1.0,1.0,11173832
3980,Adyar,1025,1.0,1.0,13853373
3981,Karapakkam,762,1.0,1.0,8105592
3982,T Nagar,1609,1.0,1.0,18429736
3983,Chrompet,869,1.0,1.0,12915576
3984,Adyar,1109,1.0,1.0,13232606
3985,Adyar,928,1.0,1.0,7340204
3986,Velachery,1747,2.0,1.0,10382747
3987,T Nagar,1526,1.0,1.0,19344030
3988,T Nagar,1922,2.0,1.0,13858905
3989,KK Nagar,1366,2.0,1.0,10445904
3990,Karapakkam,731,1.0,1.0,3263830
3991,T Nagar,1886,2.0,1.0,12582803
3992,Velachery,1754,2.0,1.0,12525878
3993,Adyar,1236,2.0,2.0,13977614
3994,Chrompet,1291,2.0,1.0,10951135
3995,Anna Nagar,1744,1.0,1.0,12238966
3996,Adyar,933,1.0,1.0,9401096
3997,Chrompet,747,1.0,1.0,6417728
3998,Velachery,1574,2.0,1.0,8660103
3999,Chrompet,1290,2.0,1.0,14087478
4000,Velachery,1574,2.0,1.0,13860790
4001,Karapakkam,932,1.0,1.0,10811745
4002,Karapakkam,1047,1.0,1.0,9044570
4003,Anna Nagar,1957,2.0,1.0,13919440
4004,Karapakkam,1511,2.0,2.0,9861950
4005,KK Nagar,1761,2.0,1.0,15059430
4006,KK Nagar,2287,4.0,2.0,13055488
4007,Velachery,1749,2.0,1.0,10799993
4008,Karapakkam,1550,2.0,2.0,8952254
4009,T Nagar,1766,1.0,1.0,19368022
4010,Anna Nagar,1540,1.0,1.0,13885352
4011,Velachery,1874,3.0,2.0,9700848
4012,Karapakkam,1454,2.0,2.0,7627712
4013,KK Nagar,2461,4.0,2.0,11962561
4014,Velachery,1528,2.0,1.0,14297780
4015,Adyar,823,1.0,1.0,7504397
4016,KK Nagar,1389,2.0,1.0,10217473
4017,Adyar,765,1.0,1.0,8531811
4018,Adyar,1244,2.0,2.0,8973127
4019,Velachery,1566,2.0,1.0,12114586
4020,Anna Nagar,1539,1.0,1.0,11898329
4021,Chrompet,1283,2.0,1.0,15984264
4022,Chrompet,1132,1.0,1.0,14109889
4023,Chrompet,948,1.0,1.0,8793977
4024,Karapakkam,589,1.0,1.0,6479877
4025,Karapakkam,1025,1.0,1.0,7987832
4026,Chrompet,885,1.0,1.0,11342048
4027,Karapakkam,758,1.0,1.0,6630463
4028,Adyar,663,1.0,1.0,5676370
4029,Velachery,1530,2.0,1.0,7056404
4030,Velachery,1948,3.0,2.0,11336103
4031,Adyar,940,1.0,1.0,9181686
4032,T Nagar,1532,1.0,1.0,11201871
4033,Velachery,1894,3.0,2.0,9310120
4034,KK Nagar,1373,2.0,1.0,9079106
4035,Velachery,1528,2.0,1.0,8246959
4036,Velachery,1826,3.0,2.0,10187290
4037,Karapakkam,1132,1.0,1.0,5687644
4038,T Nagar,1955,2.0,1.0,15427203
4039,Karapakkam,1036,1.0,1.0,9409150
4040,T Nagar,1504,1.0,1.0,21034772
4041,Anna Nagar,1826,2.0,1.0,16316004
4042,Karapakkam,1609,2.0,2.0,11883587
4043,Karapakkam,891,1.0,1.0,8471736
4044,Karapakkam,1665,2.0,2.0,8270164
4045,Anna Nagar,1965,2.0,1.0,15146119
4046,Chrompet,1157,1.0,1.0,13087684
4047,KK Nagar,2064,3.0,2.0,17586676
4048,Chrompet,1181,1.0,1.0,10192235
4049,KK Nagar,1653,2.0,1.0,11560438
4050,KK Nagar,2282,4.0,2.0,12840553
4051,Karapakkam,1531,2.0,2.0,12275740
4052,Anna Nagar,1629,1.0,1.0,20696806
4053,Chrompet,1081,1.0,1.0,10218449
4054,Karapakkam,1041,1.0,1.0,9515603
4055,Chrompet,1175,1.0,1.0,10119669
4056,Chrompet,810,1.0,1.0,10285028
4057,KK Nagar,1722,2.0,1.0,10422923
4058,Karapakkam,1475,2.0,2.0,8876987
4059,Anna Nagar,1522,1.0,1.0,11814570
4061,Chrompet,1286,2.0,1.0,15546349
4062,Velachery,1803,3.0,2.0,12146740
4063,Chrompet,866,1.0,1.0,10610804
4064,Adyar,1178,1.0,1.0,8992975
4065,Anna Nagar,1626,1.0,1.0,13406800
4066,Anna Nagar,1589,1.0,1.0,12554528
4067,Chrompet,1165,1.0,1.0,7882461
4068,Adyar,618,1.0,1.0,8725130
4069,Chrompet,1144,1.0,1.0,9761742
4070,Adyar,1201,2.0,2.0,14884891
4071,Karapakkam,879,1.0,1.0,6723611
4072,Anna Nagar,1501,1.0,1.0,14158484
4073,Adyar,1289,2.0,2.0,18159051
4074,KK Nagar,1741,2.0,1.0,11043881
4075,Karapakkam,1585,2.0,2.0,12716556
4076,Chrompet,897,1.0,1.0,9511142
4077,Chrompet,1172,1.0,1.0,10118769
4078,Karapakkam,1321,1.0,1.0,9039018
4079,Karapakkam,798,1.0,1.0,4765435
4080,T Nagar,1808,2.0,1.0,21532100
4081,Chrompet,934,1.0,1.0,8108887
4082,Chrompet,961,1.0,1.0,8887802
4083,Adyar,962,1.0,1.0,6705727
4084,KK Nagar,1778,3.0,2.0,11042828
4085,Anna Nagar,1756,1.0,1.0,12950123
4086,Karapakkam,1023,1.0,1.0,5033757
4087,Adyar,784,1.0,1.0,6922099
4088,KK Nagar,1485,2.0,1.0,8637762
4089,KK Nagar,2177,3.0,2.0,14285052
4090,KK Nagar,2088,3.0,2.0,13755541
4091,Adyar,1181,1.0,1.0,8872951
4092,KK Nagar,1308,1.0,1.0,9727863
4093,Karapakkam,663,1.0,1.0,4029432
4094,T Nagar,1975,2.0,1.0,14096269
4095,Chrompet,749,1.0,1.0,9973001
4096,Velachery,1727,2.0,1.0,8633472
4097,KK Nagar,2158,3.0,2.0,13653956
4098,Chrompet,1157,1.0,1.0,9795484
4099,T Nagar,1832,2.0,1.0,22792953
4100,Chrompet,1138,1.0,1.0,14394495
4101,Chrompet,770,1.0,1.0,6570956
4102,T Nagar,1842,2.0,1.0,13613927
4103,T Nagar,1882,2.0,1.0,20690699
4104,Chrompet,757,1.0,1.0,9235546
4105,Velachery,1884,3.0,2.0,10473123
4106,KK Nagar,1729,2.0,1.0,11345971
4107,Adyar,866,1.0,1.0,6960072
4108,Karapakkam,919,1.0,1.0,11224340
4109,KK Nagar,1587,2.0,1.0,9513739
4110,Chrompet,1282,2.0,1.0,11494127
4111,Chrompet,928,1.0,1.0,8809964
4112,Chrompet,898,1.0,1.0,7040225
4113,Adyar,692,1.0,1.0,8174045
4114,T Nagar,1972,2.0,1.0,14610787
4115,KK Nagar,2079,3.0,2.0,11117632
4116,KK Nagar,1486,2.0,1.0,13361212
4117,Anna Nagar,1742,1.0,1.0,21927151
4118,T Nagar,1936,2.0,1.0,14491273
4119,Karapakkam,1214,1.0,1.0,10385180
4120,Karapakkam,1257,1.0,1.0,7112880
4121,Karapakkam,841,1.0,1.0,5639605
4122,KK Nagar,2255,4.0,2.0,17916305
4123,Velachery,1605,2.0,1.0,14337170
4124,Chrompet,1188,1.0,1.0,13251190
4125,Chrompet,1213,2.0,1.0,10529866
4126,Chrompet,731,1.0,1.0,11515007
4127,KK Nagar,1781,3.0,2.0,17129028
4128,Chrompet,702,1.0,1.0,9229489
4129,Anna Nagar,1949,2.0,1.0,16281436
4130,Anna Nagar,1857,2.0,1.0,14685073
4131,KK Nagar,1904,3.0,2.0,11494017
4132,Karapakkam,1199,1.0,1.0,8372587
4133,Karapakkam,1228,1.0,1.0,12303577
4134,Velachery,1786,2.0,1.0,18137395
4135,Velachery,1953,3.0,2.0,9362231
4136,Karapakkam,1287,1.0,1.0,11630850
4137,KK Nagar,1369,2.0,1.0,9640924
4138,KK Nagar,1771,2.0,1.0,11788883
4139,Adyar,1082,1.0,1.0,9636711
4140,KK Nagar,1636,2.0,1.0,10669735
4141,Karapakkam,602,1.0,1.0,7006348
4142,T Nagar,1854,2.0,1.0,12196432
4143,Karapakkam,1655,2.0,2.0,10556040
4144,Adyar,698,1.0,1.0,10353233
4146,Karapakkam,785,1.0,1.0,6865736
4147,Adyar,1135,1.0,1.0,11521301
4148,Karapakkam,1308,1.0,1.0,8745027
4149,Adyar,924,1.0,1.0,10973726
4150,Karapakkam,508,1.0,1.0,7085496
4151,Velachery,1725,2.0,1.0,10327652
4152,Karapakkam,1665,2.0,2.0,11974040
4153,KK Nagar,1868,3.0,2.0,11938244
4154,Anna Nagar,1951,2.0,1.0,21022240
4155,T Nagar,1665,1.0,1.0,21275978
4156,Anna Nagar,1537,1.0,1.0,18500909
4157,Chrompet,912,1.0,1.0,12116132
4158,Karapakkam,724,1.0,1.0,8611644
4159,Karapakkam,516,1.0,1.0,3544982
4160,T Nagar,1764,1.0,1.0,14613802
4161,Chrompet,872,1.0,1.0,8009183
4162,Chrompet,887,1.0,1.0,13656306
4163,Chrompet,1080,1.0,1.0,13167012
4164,Chrompet,1045,1.0,1.0,9944520
4165,Karapakkam,1530,2.0,2.0,12829256
4166,Adyar,1132,1.0,1.0,6304490
4167,KK Nagar,2365,4.0,2.0,13687363
4168,Velachery,1781,2.0,1.0,10631324
4169,Chrompet,1138,1.0,1.0,12323609
4170,KK Nagar,2375,4.0,2.0,12109767
4171,Karapakkam,1115,1.0,1.0,6473870
4172,Chrompet,811,1.0,1.0,11380103
4173,Anna Nagar,1586,1.0,1.0,11350375
4174,Chrompet,1103,1.0,1.0,10951560
4175,Karapakkam,939,1.0,1.0,5699356
4176,Velachery,1727,2.0,1.0,7782298
4177,T Nagar,1672,1.0,1.0,19818843
4178,Anna Nagar,1581,1.0,1.0,18857517
4179,Anna Nagar,1781,1.0,1.0,20699335
4180,KK Nagar,1668,2.0,1.0,14832042
4181,Adyar,1263,2.0,2.0,8283402
4182,Adyar,819,1.0,1.0,7768802
4183,Karapakkam,1145,1.0,1.0,7205393
4184,Chrompet,1074,1.0,1.0,13369217
4185,T Nagar,1707,1.0,1.0,13644847
4186,KK Nagar,2145,3.0,2.0,18398886
4187,Adyar,737,1.0,1.0,7290165
4188,Adyar,1178,1.0,1.0,6977969
4189,Adyar,1261,2.0,2.0,10049070
4190,Karapakkam,807,1.0,1.0,7899907
4191,Chrompet,1167,1.0,1.0,10113111
4192,Karapakkam,1575,2.0,2.0,8110425
4193,Karapakkam,1177,1.0,1.0,7315863
4194,Karapakkam,1069,1.0,1.0,4926810
4195,Adyar,679,1.0,1.0,5363492
4196,Karapakkam,642,1.0,1.0,7890716
4197,Velachery,1850,3.0,2.0,10634736
4198,Anna Nagar,1692,1.0,1.0,18697062
4199,T Nagar,1788,1.0,1.0,22342343
4200,Adyar,817,1.0,1.0,12080074
4201,Karapakkam,1639,2.0,2.0,10051299
4202,Karapakkam,883,1.0,1.0,4720698
4203,Velachery,1827,3.0,2.0,9314019
4204,Anna Nagar,1986,2.0,1.0,13974224
4205,Velachery,1958,3.0,2.0,15678720
4206,Adyar,870,1.0,1.0,11076783
4207,Velachery,1662,2.0,1.0,8328280
4208,Anna Nagar,1835,2.0,1.0,15122368
4209,Adyar,1270,2.0,2.0,10694890
4210,KK Nagar,2292,4.0,2.0,13658558
4211,Karapakkam,1028,1.0,1.0,10621328
4212,KK Nagar,1865,3.0,2.0,18053179
4213,Adyar,981,1.0,1.0,9749897
4214,Karapakkam,916,1.0,1.0,5814647
4215,Velachery,1908,3.0,2.0,12246665
4216,Anna Nagar,1936,2.0,1.0,16290965
4217,Velachery,1926,3.0,2.0,10915872
4218,Chrompet,1083,1.0,1.0,14811539
4219,Anna Nagar,1780,1.0,1.0,14408516
4220,Velachery,1707,2.0,1.0,14328394
4221,Chrompet,900,1.0,1.0,8231614
4222,T Nagar,1519,1.0,1.0,12875464
4223,T Nagar,1934,2.0,1.0,23045886
4224,Karapakkam,1043,1.0,1.0,7864233
4225,Karapakkam,704,1.0,1.0,7859266
4226,Karapakkam,1539,2.0,2.0,10475808
4227,Karapakkam,1279,1.0,1.0,7157336
4228,Karapakkam,1568,2.0,2.0,11048400
4229,KK Nagar,2011,3.0,2.0,18400116
4230,Karapakkam,1566,2.0,2.0,10550540
4231,KK Nagar,1812,3.0,2.0,15869854
4232,T Nagar,1729,1.0,1.0,21402436
4233,Anna Nagar,1569,1.0,1.0,11635720
4234,KK Nagar,2068,3.0,2.0,13270513
4235,Anna Nagar,1869,2.0,1.0,15641347
4236,Chrompet,1271,2.0,1.0,10575258
4237,KK Nagar,1527,2.0,1.0,10628283
4238,Karapakkam,601,1.0,1.0,5889620
4239,Adyar,1206,2.0,2.0,8263649
4240,Anna Nagar,1878,2.0,1.0,12126081
4241,Karapakkam,884,1.0,1.0,3394015
4242,Chrompet,728,1.0,1.0,9696553
4243,Karapakkam,907,1.0,1.0,7584133
4244,Velachery,1534,2.0,1.0,5844159
4245,KK Nagar,2038,3.0,2.0,17522461
4246,KK Nagar,1512,2.0,1.0,9905367
4247,Karapakkam,695,1.0,1.0,6794698
4248,Velachery,1581,2.0,1.0,7488201
4249,Adyar,1238,2.0,2.0,10966346
4250,Karapakkam,1173,1.0,1.0,9243333
4251,Chrompet,797,1.0,1.0,12939624
4252,Karapakkam,1684,2.0,2.0,10829052
4253,Velachery,1974,3.0,2.0,14840397
4254,Chrompet,893,1.0,1.0,8090598
4255,Karapakkam,1026,1.0,1.0,5864456
4256,Anna Nagar,1812,2.0,1.0,12961896
4257,Adyar,1282,2.0,2.0,8359157
4258,KK Nagar,2449,4.0,2.0,13389925
4259,Chrompet,932,1.0,1.0,10271490
4260,Velachery,1564,2.0,1.0,15678555
4261,KK Nagar,1566,2.0,1.0,10932564
4262,Karapakkam,1266,1.0,1.0,6822172
4263,T Nagar,1945,2.0,1.0,14529944
4264,Karapakkam,1649,2.0,2.0,8970259
4265,Karapakkam,1081,1.0,1.0,6126881
4266,Velachery,1889,3.0,2.0,16060144
4267,Chrompet,779,1.0,1.0,8198372
4268,Chrompet,984,1.0,1.0,13685704
4269,KK Nagar,2495,4.0,2.0,14642876
4270,Chrompet,973,1.0,1.0,10234889
4271,Anna Nagar,1986,2.0,1.0,12434716
4272,Velachery,1829,3.0,2.0,13542609
4273,Chrompet,780,1.0,1.0,6519793
4274,Adyar,843,1.0,1.0,7060495
4275,Chrompet,913,1.0,1.0,6979244
4276,Karapakkam,779,1.0,1.0,3383957
4277,T Nagar,1725,1.0,1.0,15468469
4278,KK Nagar,2374,4.0,2.0,13126056
4279,Chrompet,778,1.0,1.0,9403972
4280,Adyar,989,1.0,1.0,9393573
4281,Karapakkam,1624,2.0,2.0,9215913
4282,Velachery,1989,3.0,2.0,11492406
4283,Karapakkam,1381,2.0,2.0,10601981
4284,Karapakkam,923,1.0,1.0,7422888
4285,Chrompet,1034,1.0,1.0,8842242
4286,Velachery,1794,2.0,1.0,10676012
4287,KK Nagar,2471,4.0,2.0,20586843
4288,Chrompet,1085,1.0,1.0,10535552
4289,KK Nagar,2070,3.0,2.0,12396274
4290,Chrompet,959,1.0,1.0,13029573
4291,Karapakkam,1341,2.0,2.0,7573122
4292,KK Nagar,1377,2.0,1.0,15054576
4293,Velachery,1862,3.0,2.0,12751102
4294,Velachery,1594,2.0,1.0,10580661
4295,Chrompet,1016,1.0,1.0,11179814
4296,KK Nagar,2321,4.0,2.0,13674647
4297,Adyar,1242,2.0,2.0,8379144
4298,Chrompet,707,1.0,1.0,8363352
4299,Chrompet,707,1.0,1.0,7471317
4300,Adyar,1120,1.0,1.0,10888597
4301,Adyar,774,1.0,1.0,12311948
4302,Chrompet,1083,1.0,1.0,9407060
4303,Chrompet,767,1.0,1.0,10227185
4304,Velachery,1725,2.0,1.0,11544592
4305,Karapakkam,1194,1.0,1.0,5641349
4306,Adyar,1052,1.0,1.0,15415792
4307,Adyar,667,1.0,1.0,7621990
4308,Karapakkam,1369,2.0,2.0,8342042
4309,Anna Nagar,1952,2.0,1.0,23560953
4310,Chrompet,1228,2.0,1.0,8720700
4311,Chrompet,1236,2.0,1.0,8502318
4312,Anna Nagar,1988,2.0,1.0,14589459
4313,Adyar,1018,1.0,1.0,7828669
4314,KK Nagar,2120,3.0,2.0,11717481
4315,KK Nagar,1602,2.0,1.0,10221404
4316,Velachery,1916,3.0,2.0,17003563
4317,Adyar,893,1.0,1.0,8054509
4318,Anna Nagar,1968,2.0,1.0,14816194
4319,Karapakkam,1424,2.0,2.0,11460928
4320,Chrompet,755,1.0,1.0,7973542
4321,Velachery,1643,2.0,1.0,9064110
4322,Chrompet,749,1.0,1.0,9784901
4323,T Nagar,1960,2.0,1.0,15179563
4324,Anna Nagar,1845,2.0,1.0,15041962
4325,KK Nagar,2092,3.0,2.0,12982851
4326,Velachery,1644,2.0,1.0,11038889
4327,T Nagar,1932,2.0,1.0,16200653
4328,Velachery,1861,3.0,2.0,16583490
4329,Anna Nagar,1838,2.0,1.0,15797021
4330,Chrompet,1016,1.0,1.0,8385535
4331,Chrompet,734,1.0,1.0,10007991
4332,KK Nagar,1304,1.0,1.0,9258941
4333,Adyar,698,1.0,1.0,9595294
4334,KK Nagar,1476,2.0,1.0,9490400
4335,Chrompet,1219,2.0,1.0,12956009
4336,Karapakkam,645,1.0,1.0,4792010
4337,Karapakkam,1532,2.0,2.0,10053040
4338,KK Nagar,1640,2.0,1.0,10305851
4339,Velachery,1799,2.0,1.0,12256150
4340,Chrompet,991,1.0,1.0,8285592
4341,KK Nagar,1890,3.0,2.0,12582106
4342,Karapakkam,1159,1.0,1.0,5017100
4343,Chrompet,948,1.0,1.0,14494986
4344,Anna Nagar,1761,1.0,1.0,21691585
4345,Karapakkam,1645,2.0,2.0,7301805
4346,Karapakkam,934,1.0,1.0,10071761
4347,Velachery,1612,2.0,1.0,12728663
4348,Anna Nagar,1773,1.0,1.0,13011863
4349,Chrompet,1193,1.0,1.0,10311715
4350,Karapakkam,1350,2.0,2.0,7393114
4351,T Nagar,1929,2.0,1.0,13892573
4352,Anna Nagar,1959,2.0,1.0,14874946
4353,Adyar,626,1.0,1.0,6574167
4354,KK Nagar,1758,2.0,1.0,10925851
4355,Karapakkam,1677,2.0,2.0,11023140
4356,Karapakkam,1538,2.0,2.0,11587482
4357,KK Nagar,2148,3.0,2.0,17416426
4358,Adyar,1098,1.0,1.0,10043417
4359,Chrompet,1146,1.0,1.0,14402577
4360,Anna Nagar,1796,1.0,1.0,13392099
4361,Anna Nagar,1578,1.0,1.0,20393118
4362,Chrompet,1207,2.0,1.0,12919239
4363,Chrompet,1125,1.0,1.0,9712024
4364,Chrompet,737,1.0,1.0,9819916
4365,Karapakkam,1483,2.0,2.0,7194075
4366,KK Nagar,1423,2.0,1.0,15234454
4367,T Nagar,1812,2.0,1.0,15306138
4368,Karapakkam,1028,1.0,1.0,8767342
4369,Velachery,1951,3.0,2.0,10744159
4370,Adyar,1215,2.0,2.0,11210734
4371,Karapakkam,1275,1.0,1.0,8634866
4372,Adyar,971,1.0,1.0,6575423
4373,KK Nagar,1323,1.0,1.0,9324169
4374,Anna Nagar,1527,1.0,1.0,10760313
4375,Anna Nagar,1978,2.0,1.0,15972095
4376,Chrompet,1041,1.0,1.0,14065523
4377,Karapakkam,1062,1.0,1.0,9217361
4378,KK Nagar,1407,2.0,1.0,10132308
4379,Anna Nagar,1905,2.0,1.0,22112294
4380,Karapakkam,1226,1.0,1.0,5411631
4381,Karapakkam,1198,1.0,1.0,6401721
4382,Adyar,1249,2.0,2.0,9715732
4383,KK Nagar,1310,1.0,1.0,12956555
4384,KK Nagar,2234,4.0,2.0,15445663
4385,Adyar,1032,1.0,1.0,11811191
4386,T Nagar,1666,1.0,1.0,11613961
4387,Chrompet,1212,2.0,1.0,9917577
4388,Adyar,897,1.0,1.0,10977268
4389,Karapakkam,919,1.0,1.0,8389140
4390,T Nagar,1842,2.0,1.0,22110498
4391,Velachery,1895,3.0,2.0,17362741
4392,KK Nagar,1305,1.0,1.0,9393869
4393,KK Nagar,1373,2.0,1.0,13052015
4394,T Nagar,1860,2.0,1.0,13503606
4395,Velachery,1808,3.0,2.0,9578082
4396,Chrompet,741,1.0,1.0,8249097
4397,KK Nagar,1634,2.0,1.0,10369415
4398,Chrompet,777,1.0,1.0,8964534
4399,Adyar,835,1.0,1.0,11062432
4400,Velachery,1950,3.0,2.0,9409730
4401,Chrompet,833,1.0,1.0,8687029
4402,KK Nagar,1778,3.0,2.0,11959968
4403,T Nagar,1541,1.0,1.0,14146529
4404,Karapakkam,1615,2.0,2.0,9058890
4405,Anna Nagar,1683,1.0,1.0,12546757
4406,KK Nagar,1901,3.0,2.0,11894033
4407,Velachery,1629,2.0,1.0,13853768
4408,Adyar,1030,1.0,1.0,13107689
